H_0,H_1,H_2,H_3,H_4,H_5,H_6,H_7,DD_0,DD_1,DD_2,DD_3,DD_4,DD_5,DD_6,UD_0,UD_1,UD_2,UD_3,UD_4,UD_5,UD_6
-4.064738988876343,-4.072789192199707,-0.21915030479431152,-0.27988243103027344,-0.44326281547546387,-0.509782075881958,-0.18083572387695312,-0.18477368354797363,0.12473893165588379,0.21268153190612793,0.19055747985839844,0.42641568183898926,0.1627330780029297,0.11526226997375488,0.16083216667175293,4.189477920532227,4.285470724105835,0.40970778465270996,0.7062981128692627,0.6059958934783936,0.6250443458557129,0.34166789054870605
-1.5973727703094482,-0.03347659111022949,-0.1301109790802002,-0.01929020881652832,-0.3626370429992676,-0.06328463554382324,-0.042186737060546875,-0.006968021392822266,0.15494728088378906,0.24196982383728027,0.19763588905334473,0.4691472053527832,0.15575361251831055,0.12601470947265625,0.14697957038879395,1.7523200511932373,0.27544641494750977,0.3277468681335449,0.4884374141693115,0.5183906555175781,0.1892993450164795,0.18916630744934082
-0.9584684371948242,-0.04829287528991699,-0.14007043838500977,-0.042372703552246094,-0.22923970222473145,-0.06845426559448242,-0.03375411033630371,-0.013611078262329102,0.14520931243896484,0.2536506652832031,0.19625353813171387,0.32713842391967773,0.1731271743774414,0.12139368057250977,0.15740299224853516,1.103677749633789,0.3019435405731201,0.33632397651672363,0.36951112747192383,0.40236687660217285,0.1898479461669922,0.19115710258483887
-1.7571063041687012,-1.882258415222168,-0.4416348934173584,-0.37669897079467773,-1.245577335357666,-1.2492220401763916,-0.2178635597229004,-0.1711115837097168,0.2564845085144043,0.3029205799102783,0.20707321166992188,1.1964004039764404,0.17130446434020996,0.14066052436828613,0.12775683403015137,2.0135908126831055,2.1851789951324463,0.6487081050872803,1.5730993747711182,1.416881799697876,1.3898825645446777,0.34562039375305176
-1.062957525253296,-1.1298744678497314,-0.3264501094818115,-0.361224889755249,-0.8136727809906006,-0.7303578853607178,-0.2238752841949463,-0.18008017539978027,0.18866872787475586,0.2577054500579834,0.22183823585510254,0.7338972091674805,0.11567926406860352,0.17138338088989258,0.1161656379699707,1.2516262531280518,1.3875799179077148,0.5482883453369141,1.0951220989227295,0.9293520450592041,0.9017412662506104,0.340040922164917
-1.4624028205871582,-0.2044515609741211,-0.21121621131896973,-0.11251401901245117,-0.43422412872314453,-0.060366153717041016,-0.29181933403015137,-0.0727083683013916,0.30408263206481934,0.3279378414154053,0.2674241065979004,0.5468792915344238,0.14620208740234375,0.39888930320739746,0.2374131679534912,1.7664854526519775,0.5323894023895264,0.4786403179168701,0.659393310546875,0.5804262161254883,0.4592554569244385,0.5292325019836426
-0.9428970813751221,-0.19111013412475586,-0.18521904945373535,-0.10444951057434082,-0.30095624923706055,-0.09406304359436035,-0.1349043846130371,-0.012326240539550781,0.2883176803588867,0.28829240798950195,0.2673959732055664,0.40317320823669434,0.17610597610473633,0.24303507804870605,0.1668999195098877,1.2312147617340088,0.4794025421142578,0.45261502265930176,0.5076227188110352,0.4770622253417969,0.3370981216430664,0.3018043041229248
-1.0337462425231934,-0.1352980136871338,-0.18154525756835938,-0.09091997146606445,-0.23917770385742188,-0.084808349609375,-0.11853361129760742,-0.0105438232421875,0.25892019271850586,0.27808499336242676,0.2385725975036621,0.3354530334472656,0.17733430862426758,0.22081756591796875,0.15260577201843262,1.2926664352416992,0.41338300704956055,0.4201178550720215,0.4263730049133301,0.41651201248168945,0.30562591552734375,0.27113938331604004
-0.7075178623199463,-0.09557580947875977,-0.16027450561523438,-0.10699319839477539,-0.25060415267944336,-0.0689079761505127,-0.08351802825927734,-0.027266979217529297,0.21863269805908203,0.269946813583374,0.2400493621826172,0.3702812194824219,0.16672325134277344,0.1815967559814453,0.18131375312805176,0.9261505603790283,0.3655226230621338,0.40032386779785156,0.47727441787719727,0.4173274040222168,0.250504732131958,0.2648317813873291
-0.9771430492401123,-0.04845094680786133,-0.14090609550476074,-0.07966041564941406,-0.2814815044403076,-0.08868050575256348,-0.13988232612609863,-0.11366629600524902,0.18209171295166016,0.2515857219696045,0.23487615585327148,0.3830533027648926,0.15599560737609863,0.2270195484161377,0.24467086791992188,1.1592347621917725,0.3000366687774658,0.3757822513580322,0.46271371841430664,0.43747711181640625,0.31570005416870117,0.3845531940460205
-0.6513521671295166,-0.1287684440612793,-0.15259957313537598,-0.09359931945800781,-0.292299747467041,-0.08426594734191895,-0.12381863594055176,-0.057743072509765625,0.2311413288116455,0.2674405574798584,0.2477734088897705,0.4106788635253906,0.15659856796264648,0.22612738609313965,0.1916639804840088,0.8824934959411621,0.3962090015411377,0.4003729820251465,0.5042781829833984,0.4488983154296875,0.3103933334350586,0.31548261642456055
-0.5823321342468262,-0.13113713264465332,-0.2159745693206787,-0.11013340950012207,-0.5218629837036133,-0.09767794609069824,-0.1798560619354248,-0.13387084007263184,0.28302812576293945,0.3034095764160156,0.24419236183166504,0.6396074295043945,0.19808602333068848,0.2887129783630371,0.26366639137268066,0.8653602600097656,0.43454670906066895,0.46016693115234375,0.7497408390045166,0.7199490070343018,0.38639092445373535,0.44352245330810547
-0.9374618530273438,-0.16337251663208008,-0.18526482582092285,-0.09962701797485352,-0.42322325706481934,-0.16971993446350098,-0.22924590110778809,-0.032657623291015625,0.27250123023986816,0.28778719902038574,0.25802040100097656,0.5249571800231934,0.24695682525634766,0.3488175868988037,0.1861894130706787,1.209963083267212,0.4511597156524658,0.4432852268218994,0.6245841979980469,0.670180082321167,0.5185375213623047,0.4154353141784668
-0.6141443252563477,-0.11463141441345215,-0.2771439552307129,-0.09377932548522949,-0.32505083084106445,-0.0940084457397461,-0.09476733207702637,-0.0072784423828125,0.2288815975189209,0.3741908073425293,0.2256486415863037,0.42836666107177734,0.16797971725463867,0.19266700744628906,0.15998601913452148,0.8430259227752686,0.48882222175598145,0.5027925968170166,0.5221459865570068,0.4930305480957031,0.28667545318603516,0.25475335121154785
-0.5840411186218262,-0.12439465522766113,-0.18467473983764648,-0.12965130805969238,-0.2914857864379883,-0.0630943775177002,-0.11037325859069824,-0.03753161430358887,0.25850963592529297,0.30092954635620117,0.28847265243530273,0.4146454334259033,0.15642476081848145,0.21836209297180176,0.18537592887878418,0.8425507545471191,0.4253242015838623,0.4731473922729492,0.5442967414855957,0.4479105472564697,0.28145647048950195,0.2957491874694824
-0.5426979064941406,-0.1339871883392334,-0.22159671783447266,-0.15412473678588867,-0.3144533634185791,-0.06036233901977539,-0.12474775314331055,-0.008189201354980469,0.2523500919342041,0.3595709800720215,0.2998936176300049,0.421597957611084,0.1749575138092041,0.25771641731262207,0.17148971557617188,0.7950479984283447,0.4935581684112549,0.5214903354644775,0.5757226943969727,0.4894108772277832,0.31807875633239746,0.2962374687194824
-0.8522946834564209,-0.14026856422424316,-0.20380163192749023,-0.13841843605041504,-0.2506887912750244,-0.08940362930297852,-0.12888789176940918,-0.042934417724609375,0.2783186435699463,0.2973310947418213,0.3000822067260742,0.3526914119720459,0.17705965042114258,0.23287725448608398,0.18101859092712402,1.1306133270263672,0.43759965896606445,0.5038838386535645,0.49110984802246094,0.427748441696167,0.3222808837890625,0.3099064826965332
-0.5159142017364502,-0.15409445762634277,-0.23489832878112793,-0.14990806579589844,-0.25920629501342773,-0.07851576805114746,-0.13604354858398438,-0.039527177810668945,0.27562952041625977,0.3590998649597168,0.28229761123657227,0.36525869369506836,0.1569204330444336,0.2482144832611084,0.17009282112121582,0.79154372215271,0.5131943225860596,0.5171959400177002,0.5151667594909668,0.41612672805786133,0.32673025131225586,0.3061363697052002
-0.5515091419219971,-0.12360405921936035,-0.24592280387878418,-0.07937288284301758,-0.2693748474121094,-0.09250998497009277,-0.15610885620117188,-0.06832718849182129,0.2303769588470459,0.33916711807250977,0.2584569454193115,0.3778097629547119,0.17754292488098145,0.2583935260772705,0.19596624374389648,0.781886100769043,0.4627711772918701,0.5043797492980957,0.4571826457977295,0.4469177722930908,0.3509035110473633,0.35207509994506836
-0.5486526489257812,-0.1691756248474121,-0.22897648811340332,-0.14804625511169434,-0.233673095703125,-0.06274843215942383,-0.09408736228942871,-0.08316826820373535,0.2978856563568115,0.3327028751373291,0.30759119987487793,0.3382837772369385,0.1729738712310791,0.20149731636047363,0.22712111473083496,0.8465383052825928,0.5018784999847412,0.5365676879882812,0.4863300323486328,0.4066469669342041,0.26424574851989746,0.32120847702026367
